unit,sizen_r2,indic_is,geo\time	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 
PC_ENT,10_C10_18,E_AESBWW,IT	8 	: 	: 	: 	: 	: 	5 	: 	: 
PC_ENT,10_C10_18,E_AESBWW,LT	: 	: 	: 	: 	: 	: 	8 	: 	: 
PC_ENT,10_C10_18,E_AESBWW,LU	7 	: 	: 	: 	: 	: 	4 	: 	: 
PC_ENT,10_C10_18,E_AESBWW,LV	7 	: 	: 	: 	: 	: 	3 	: 	: 
PC_ENT,10_C10_18,E_AESBWW,MK	: 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT,10_C10_18,E_AESBWW,MT	: 	: 	: 	: 	: 	: 	8 	: 	: 
PC_ENT,10_C10_18,E_AESBWW,NL	8 	: 	: 	: 	: 	: 	6 	: 	: 
PC_ENT,10_C10_18,E_AESBWW,NO	3 	: 	: 	: 	: 	: 	5 	: 	: 
PC_ENT,10_C10_18,E_AESBWW,PL	3 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT,10_C10_18,E_AESBWW,PT	4 	: 	: 	: 	: 	: 	: u	: 	: 
PC_ENT,10_C10_18,E_AESBWW,RO	0 n	: 	: 	: 	: 	: 	0 n	: 	: 
PC_ENT,10_C10_18,E_AESBWW,SE	7 	: 	: 	: 	: 	: 	9 	: 	: 
PC_ENT,10_C10_18,E_AESBWW,SI	: 	: 	: 	: 	: 	: 	6 	: 	: 
PC_ENT,10_C10_18,E_AESBWW,SK	3 	: 	: 	: 	: 	: 	1 	: 	: 
PC_ENT,10_C10_18,E_AESBWW,UK	: 	: 	: 	: 	: 	: 	11 	: 	: 
PC_ENT,10_C10_18,E_AESELL,AT	28 	34 	28 	21 	25 	21 	16 	17 	12 
PC_ENT,10_C10_18,E_AESELL,BE	34 	32 	37 	29 	27 	34 	29 	32 	: u
PC_ENT,10_C10_18,E_AESELL,BG	10 	7 	7 	8 	7 	6 	5 	3 	2 
PC_ENT,10_C10_18,E_AESELL,CY	3 	5 	1 	2 	0 n	2 	2 	3 	2 
PC_ENT,10_C10_18,E_AESELL,CZ	26 	29 	24 	29 	28 	24 	27 	20 	13 
PC_ENT,10_C10_18,E_AESELL,DE	31 	27 	32 	26 	31 	32 	: u	18 	19 
PC_ENT,10_C10_18,E_AESELL,DK	41 	37 	40 	33 	39 	33 	40 	33 	25 
PC_ENT,10_C10_18,E_AESELL,EA	24 	22 	22 	19 	20 	18 	16 	15 	13 
PC_ENT,10_C10_18,E_AESELL,EE	20 	18 	17 	16 	14 	15 	15 	12 	14 
PC_ENT,10_C10_18,E_AESELL,EL	7 	8 	8 	: u	: u	: u	10 	: u	: u
PC_ENT,10_C10_18,E_AESELL,ES	29 	28 	25 	25 	22 	21 	16 	20 	16 
PC_ENT,10_C10_18,E_AESELL,EU15	26 	25 	24 	21 	21 	20 	17 	17 	15 
PC_ENT,10_C10_18,E_AESELL,EU25	: 	: 	: 	: 	: 	: 	: 	16 	14 
PC_ENT,10_C10_18,E_AESELL,EU27	23 	21 	21 	19 	19 	18 	16 	15 	13 
PC_ENT,10_C10_18,E_AESELL,EU28	23 	21 	21 	19 	19 	18 	16 	15 	13 
PC_ENT,10_C10_18,E_AESELL,FI	35 	27 	32 	32 	29 	34 	28 	33 	22 
PC_ENT,10_C10_18,E_AESELL,FR	24 	27 	26 	23 	22 	19 	22 	18 	16 
PC_ENT,10_C10_18,E_AESELL,HR	20 	20 	21 	25 	22 	23 	19 	21 	25 
PC_ENT,10_C10_18,E_AESELL,HU	13 	13 	12 	11 	11 	9 	10 	9 	6 
PC_ENT,10_C10_18,E_AESELL,IE	49 	40 	39 	43 	45 	43 	46 	38 	34 
PC_ENT,10_C10_18,E_AESELL,IS	: 	: 	: 	35 	34 	39 	: 	24 	: 
PC_ENT,10_C10_18,E_AESELL,IT	14 	11 	10 	8 	7 	5 	4 	3 	5 
PC_ENT,10_C10_18,E_AESELL,LT	25 	23 	23 	22 	22 	17 	24 	21 	25 
PC_ENT,10_C10_18,E_AESELL,LU	20 	19 	26 	21 	25 	22 	21 	18 	17 
PC_ENT,10_C10_18,E_AESELL,LV	12 	11 	11 	8 	8 	6 	7 	4 	4 
PC_ENT,10_C10_18,E_AESELL,MK	: 	2 	1 	3 	3 	2 	: u	2 	: 
PC_ENT,10_C10_18,E_AESELL,MT	11 	11 	14 	11 	11 	11 	12 	15 	3 
PC_ENT,10_C10_18,E_AESELL,NL	45 	42 	40 	43 	36 	35 	39 	38 	36 
PC_ENT,10_C10_18,E_AESELL,NO	39 	34 	39 	36 	27 	37 	33 	40 	46 
PC_ENT,10_C10_18,E_AESELL,PL	14 	13 	13 	14 	12 	12 	: u	: u	: u
PC_ENT,10_C10_18,E_AESELL,PT	18 	14 	17 	13 	17 	11 	13 	26 	: u
PC_ENT,10_C10_18,E_AESELL,RO	7 	6 	8 	6 	2 	2 	4 	5 	2 
PC_ENT,10_C10_18,E_AESELL,RS	: 	: 	: 	16 	: 	: 	: 	: 	: 
PC_ENT,10_C10_18,E_AESELL,SE	37 	38 	39 	36 	35 	39 	31 	30 	30 
PC_ENT,10_C10_18,E_AESELL,SI	26 	22 	26 	29 	20 	20 	14 	17 	11 
PC_ENT,10_C10_18,E_AESELL,SK	28 	24 	26 	16 	28 	19 	20 	9 	4 
PC_ENT,10_C10_18,E_AESELL,TR	9 	10 	9 	: 	: 	: 	: 	8 	: 
PC_ENT,10_C10_18,E_AESELL,UK	41 	41 	35 	35 	31 	34 	30 	29 	32 
PC_ENT,10_C10_18,E_AESEU,AT	17 	: 	14 	: 	14 	: 	8 	: 	4 
PC_ENT,10_C10_18,E_AESEU,BE	20 	: 	21 	: 	11 	: 	15 	: 	: 
PC_ENT,10_C10_18,E_AESEU,BG	3 	: 	2 	: 	1 	: 	1 	: 	0 n
PC_ENT,10_C10_18,E_AESEU,CY	2 	: 	0 	: 	0 	: 	1 	: 	0 n
PC_ENT,10_C10_18,E_AESEU,CZ	14 	: 	10 	: 	12 	: 	11 	: 	5 
PC_ENT,10_C10_18,E_AESEU,DE	12 	: 	10 	: 	: u	: 	: u	: 	11 
PC_ENT,10_C10_18,E_AESEU,DK	11 	: 	14 	: 	11 	: 	10 	: 	6 
PC_ENT,10_C10_18,E_AESEU,EA	9 	: 	8 	: 	6 	: 	6 	: 	5 
PC_ENT,10_C10_18,E_AESEU,EE	8 	: 	7 	: 	4 	: 	6 	: 	6 
PC_ENT,10_C10_18,E_AESEU,EL	3 	: 	2 	: 	: u	: 	5 	: 	: u
PC_ENT,10_C10_18,E_AESEU,ES	7 	: 	6 	: 	3 	: 	3 	: 	4 
PC_ENT,10_C10_18,E_AESEU,EU15	10 	: 	9 	: 	6 	: 	6 	: 	5 
PC_ENT,10_C10_18,E_AESEU,EU25	: 	: 	: 	: 	: 	: 	: 	: 	4 
PC_ENT,10_C10_18,E_AESEU,EU27	9 	: 	7 	: 	6 	: 	5 	: 	4 
PC_ENT,10_C10_18,E_AESEU,EU28	9 	: 	7 	: 	6 	: 	5 	: 	4 
PC_ENT,10_C10_18,E_AESEU,FI	6 	: 	7 	: 	5 	: 	3 	: 	: u
PC_ENT,10_C10_18,E_AESEU,FR	9 	: 	9 	: 	6 	: 	8 	: 	4 
PC_ENT,10_C10_18,E_AESEU,HR	8 	: 	9 	: 	6 	: 	5 	: 	: 
PC_ENT,10_C10_18,E_AESEU,HU	3 	: 	3 	: 	2 	: 	1 	: 	1 
PC_ENT,10_C10_18,E_AESEU,IE	25 	: 	20 	: 	18 	: 	23 	: 	14 
PC_ENT,10_C10_18,E_AESEU,IS	: 	: 	: 	: 	9 	: 	: 	: 	: 
PC_ENT,10_C10_18,E_AESEU,IT	6 	: 	6 	: 	4 	: 	2 	: 	1 
PC_ENT,10_C10_18,E_AESEU,LT	13 	: 	10 	: 	10 	: 	12 	: 	13 
PC_ENT,10_C10_18,E_AESEU,LU	14 	: 	17 	: 	17 	: 	14 	: 	13 
PC_ENT,10_C10_18,E_AESEU,LV	3 	: 	2 	: 	2 	: 	2 	: 	2 
PC_ENT,10_C10_18,E_AESEU,MK	: 	: 	0 n	: 	2 	: 	: u	: 	: 
PC_ENT,10_C10_18,E_AESEU,MT	1 	: 	3 	: 	6 	: 	6 	: 	2 
PC_ENT,10_C10_18,E_AESEU,NL	16 	: 	10 	: 	12 	: 	10 	: 	17 
PC_ENT,10_C10_18,E_AESEU,NO	4 	: 	2 	: 	4 	: 	5 	: 	3 
PC_ENT,10_C10_18,E_AESEU,PL	4 	: 	4 	: 	: u	: 	: u	: 	2 
PC_ENT,10_C10_18,E_AESEU,PT	7 	: 	6 	: 	4 	: 	: u	: 	: u
PC_ENT,10_C10_18,E_AESEU,RO	1 	: 	2 	: 	1 	: 	2 	: 	1 
PC_ENT,10_C10_18,E_AESEU,SE	10 	: 	10 	: 	8 	: 	10 	: 	9 
PC_ENT,10_C10_18,E_AESEU,SI	6 	: 	7 	: 	5 	: 	4 	: 	2 
PC_ENT,10_C10_18,E_AESEU,SK	10 	: 	8 	: 	13 	: 	5 	: 	1 
PC_ENT,10_C10_18,E_AESEU,TR	: 	: 	3 	: 	: 	: 	: 	: 	: 
PC_ENT,10_C10_18,E_AESEU,UK	17 	: 	12 	: 	11 	: 	7 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,AT	5 	: 	4 	: 	5 	: 	3 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,BE	4 	: 	8 	: 	2 	: 	5 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,BG	1 	: 	1 	: 	1 	: 	: u	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,CY	0 n	: 	0 	: 	0 	: 	1 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,CZ	4 	: 	3 	: 	3 	: 	2 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,DE	6 	: 	4 	: 	4 	: 	: u	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,DK	4 	: 	4 	: 	2 	: 	4 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,EA	3 	: 	3 	: 	2 	: 	2 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,EE	3 	: 	2 	: 	1 	: 	2 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,EL	2 	: 	1 	: 	: u	: 	4 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,ES	2 	: 	2 	: 	0 n	: 	1 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,EU15	4 	: 	4 	: 	2 	: 	3 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,EU27	3 	: 	3 	: 	2 	: 	2 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,EU28	3 	: 	3 	: 	2 	: 	2 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,FI	2 	: 	5 	: 	3 	: 	1 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,FR	3 	: 	4 	: 	2 	: 	3 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,HR	3 	: 	5 	: 	3 	: 	1 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,HU	1 	: 	1 	: 	0 n	: 	0 n	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,IE	7 	: 	11 	: 	7 	: 	2 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,IS	: 	: 	: 	: 	5 	: 	: 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,IT	2 	: 	2 	: 	2 	: 	1 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,LT	5 	: 	6 	: 	5 	: 	7 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,LU	0 	: 	2 	: 	12 	: 	3 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,LV	1 	: 	1 	: 	0 n	: 	1 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,MK	: 	: 	0 	: 	1 	: 	: u	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,MT	1 	: 	0 	: 	1 	: 	3 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,NL	3 	: 	2 	: 	3 	: 	4 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,NO	2 	: 	1 	: 	1 	: 	1 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,PL	2 	: 	1 	: 	: u	: 	: u	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,PT	2 	: 	2 	: 	0 n	: 	: u	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,RO	0 n	: 	1 	: 	0 n	: 	0 n	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,SE	1 	: 	1 	: 	2 	: 	3 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,SI	2 	: 	1 	: 	3 	: 	3 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,SK	1 	: 	2 	: 	3 	: 	1 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,TR	: 	: 	2 	: 	: 	: 	: 	: 	: 
PC_ENT,10_C10_18,E_AESEUWW,UK	11 	: 	8 	: 	4 	: 	4 	: 	: 
PC_ENT,10_C10_18,E_AESHM,AT	27 	: 	26 	: 	24 	: 	15 	: 	11 
PC_ENT,10_C10_18,E_AESHM,BE	30 	: 	34 	: 	23 	: 	27 	: 	: 
PC_ENT,10_C10_18,E_AESHM,BG	10 	: 	7 	: 	7 	: 	5 	: 	2 
PC_ENT,10_C10_18,E_AESHM,CY	3 	: 	1 	: 	0 n	: 	2 	: 	1 
PC_ENT,10_C10_18,E_AESHM,CZ	25 	: 	24 	: 	27 	: 	24 	: 	13 
PC_ENT,10_C10_18,E_AESHM,DE	29 	: 	26 	: 	: u	: 	: u	: 	19 
PC_ENT,10_C10_18,E_AESHM,DK	39 	: 	35 	: 	38 	: 	37 	: 	23 
PC_ENT,10_C10_18,E_AESHM,EA	23 	: 	20 	: 	18 	: 	15 	: 	12 
PC_ENT,10_C10_18,E_AESHM,EE	18 	: 	16 	: 	13 	: 	14 	: 	12 
PC_ENT,10_C10_18,E_AESHM,EL	6 	: 	8 	: 	: u	: 	8 	: 	: u
PC_ENT,10_C10_18,E_AESHM,ES	29 	: 	25 	: 	22 	: 	16 	: 	16 
PC_ENT,10_C10_18,E_AESHM,EU15	25 	: 	22 	: 	20 	: 	16 	: 	12 
PC_ENT,10_C10_18,E_AESHM,EU25	: 	: 	: 	: 	: 	: 	: 	: 	11 
PC_ENT,10_C10_18,E_AESHM,EU27	22 	: 	20 	: 	17 	: 	15 	: 	10 
PC_ENT,10_C10_18,E_AESHM,EU28	22 	: 	20 	: 	18 	: 	15 	: 	10 
PC_ENT,10_C10_18,E_AESHM,FI	34 	: 	32 	: 	26 	: 	27 	: 	22 
PC_ENT,10_C10_18,E_AESHM,FR	24 	: 	26 	: 	22 	: 	22 	: 	15 
PC_ENT,10_C10_18,E_AESHM,HR	19 	: 	19 	: 	21 	: 	17 	: 	: 
PC_ENT,10_C10_18,E_AESHM,HU	13 	: 	12 	: 	11 	: 	9 	: 	6 
PC_ENT,10_C10_18,E_AESHM,IE	44 	: 	35 	: 	29 	: 	41 	: 	30 
PC_ENT,10_C10_18,E_AESHM,IS	: 	: 	: 	: 	28 	: 	: 	: 	: 
PC_ENT,10_C10_18,E_AESHM,IT	13 	: 	10 	: 	7 	: 	4 	: 	2 
PC_ENT,10_C10_18,E_AESHM,LT	25 	: 	23 	: 	21 	: 	22 	: 	23 
PC_ENT,10_C10_18,E_AESHM,LU	14 	: 	18 	: 	18 	: 	13 	: 	9 
PC_ENT,10_C10_18,E_AESHM,LV	12 	: 	11 	: 	8 	: 	7 	: 	3 
PC_ENT,10_C10_18,E_AESHM,MK	: 	: 	1 	: 	3 	: 	: u	: 	: 
PC_ENT,10_C10_18,E_AESHM,MT	10 	: 	13 	: 	11 	: 	11 	: 	3 
PC_ENT,10_C10_18,E_AESHM,NL	44 	: 	39 	: 	36 	: 	38 	: 	36 
PC_ENT,10_C10_18,E_AESHM,NO	35 	: 	35 	: 	25 	: 	28 	: 	36 
PC_ENT,10_C10_18,E_AESHM,PL	13 	: 	13 	: 	12 	: 	10 	: 	4 
PC_ENT,10_C10_18,E_AESHM,PT	16 	: 	16 	: 	15 	: 	12 	: 	: u
PC_ENT,10_C10_18,E_AESHM,RO	5 	: 	6 	: 	2 	: 	3 	: 	2 
PC_ENT,10_C10_18,E_AESHM,SE	34 	: 	37 	: 	34 	: 	30 	: 	23 
PC_ENT,10_C10_18,E_AESHM,SI	25 	: 	26 	: 	18 	: 	14 	: 	11 
PC_ENT,10_C10_18,E_AESHM,SK	26 	: 	25 	: 	27 	: 	19 	: 	4 
PC_ENT,10_C10_18,E_AESHM,TR	: 	: 	9 	: 	: 	: 	: 	: 	: 
PC_ENT,10_C10_18,E_AESHM,UK	41 	: 	35 	: 	31 	: 	27 	: 	: 
PC_ENT,10_C10_18,E_AESWW,AT	5 	: 	4 	: 	6 	: 	4 	: 	1 
PC_ENT,10_C10_18,E_AESWW,BE	4 	: 	8 	: 	2 	: 	5 	: 	: 
PC_ENT,10_C10_18,E_AESWW,BG	1 	: 	1 	: 	1 	: 	: u	: 	0 n
PC_ENT,10_C10_18,E_AESWW,CY	0 n	: 	0 	: 	0 	: 	1 	: 	1 
PC_ENT,10_C10_18,E_AESWW,CZ	4 	: 	3 	: 	3 	: 	2 	: 	1 
PC_ENT,10_C10_18,E_AESWW,DE	6 	: 	4 	: 	: u	: 	: u	: 	6 
PC_ENT,10_C10_18,E_AESWW,DK	5 	: 	4 	: 	2 	: 	5 	: 	3 
PC_ENT,10_C10_18,E_AESWW,EA	3 	: 	3 	: 	2 	: 	3 	: 	3 
PC_ENT,10_C10_18,E_AESWW,EE	3 	: 	2 	: 	1 	: 	2 	: 	2 
PC_ENT,10_C10_18,E_AESWW,EL	2 	: 	1 	: 	: u	: 	4 	: 	: u
PC_ENT,10_C10_18,E_AESWW,ES	3 	: 	2 	: 	0 n	: 	1 	: 	2 
PC_ENT,10_C10_18,E_AESWW,EU15	4 	: 	4 	: 	3 	: 	3 	: 	3 
PC_ENT,10_C10_18,E_AESWW,EU25	: 	: 	: 	: 	: 	: 	: 	: 	3 
PC_ENT,10_C10_18,E_AESWW,EU27	4 	: 	3 	: 	2 	: 	2 	: 	2 
PC_ENT,10_C10_18,E_AESWW,EU28	4 	: 	3 	: 	2 	: 	2 	: 	2 
PC_ENT,10_C10_18,E_AESWW,FI	2 	: 	5 	: 	3 	: 	2 	: 	1 
PC_ENT,10_C10_18,E_AESWW,FR	3 	: 	4 	: 	3 	: 	3 	: 	4 
PC_ENT,10_C10_18,E_AESWW,HR	3 	: 	6 	: 	3 	: 	1 	: 	: 
PC_ENT,10_C10_18,E_AESWW,HU	1 	: 	1 	: 	0 n	: 	0 n	: 	0 n
PC_ENT,10_C10_18,E_AESWW,IE	9 	: 	13 	: 	7 	: 	12 	: 	7 
PC_ENT,10_C10_18,E_AESWW,IS	: 	: 	: 	: 	6 	: 	: 	: 	: 
PC_ENT,10_C10_18,E_AESWW,IT	2 	: 	3 	: 	2 	: 	1 	: 	2 
PC_ENT,10_C10_18,E_AESWW,LT	5 	: 	6 	: 	5 	: 	7 	: 	5 
PC_ENT,10_C10_18,E_AESWW,LU	0 	: 	2 	: 	18 	: 	3 	: 	5 
PC_ENT,10_C10_18,E_AESWW,LV	1 	: 	1 	: 	0 n	: 	1 	: 	1 
PC_ENT,10_C10_18,E_AESWW,MK	: 	: 	0 n	: 	1 	: 	: u	: 	: 
PC_ENT,10_C10_18,E_AESWW,MT	1 	: 	0 	: 	1 	: 	5 	: 	0 
PC_ENT,10_C10_18,E_AESWW,NL	4 	: 	2 	: 	3 	: 	4 	: 	9 
PC_ENT,10_C10_18,E_AESWW,NO	2 	: 	1 	: 	1 	: 	1 	: 	0 n
PC_ENT,10_C10_18,E_AESWW,PL	2 	: 	1 	: 	: u	: 	: u	: 	0 n
PC_ENT,10_C10_18,E_AESWW,PT	2 	: 	3 	: 	2 	: 	: u	: 	: u
PC_ENT,10_C10_18,E_AESWW,RO	0 n	: 	1 	: 	0 n	: 	0 n	: 	0 n
PC_ENT,10_C10_18,E_AESWW,SE	5 	: 	5 	: 	2 	: 	3 	: 	2 
PC_ENT,10_C10_18,E_AESWW,SI	2 	: 	2 	: 	4 	: 	3 	: 	: c
PC_ENT,10_C10_18,E_AESWW,SK	1 	: 	3 	: 	3 	: 	1 	: 	0 n
PC_ENT,10_C10_18,E_AESWW,TR	: 	: 	2 	: 	: 	: 	: 	: 	: 
PC_ENT,10_C10_18,E_AESWW,UK	12 	: 	8 	: 	5 	: 	4 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,AT	17 	21 	17 	13 	14 	11 	8 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,BE	21 	18 	20 	15 	11 	14 	16 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,BG	6 	4 	4 	4 	5 	4 	3 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,CY	2 	5 	1 	2 	0 n	2 	2 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,CZ	20 	21 	18 	21 	18 	12 	15 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,DE	23 	21 	25 	19 	25 	25 	: u	: 	: 
PC_ENT,10_C10_18,E_AWSELL,DK	25 	20 	18 	15 	20 	17 	27 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,EA	15 	14 	14 	11 	12 	10 	10 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,EE	9 	9 	9 	5 	5 	7 	7 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,EL	5 	8 	7 	: u	: u	: u	9 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,ES	15 	13 	12 	10 	11 	7 	8 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,EU15	17 	16 	15 	12 	13 	12 	10 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,EU27	15 	14 	13 	11 	11 	10 	9 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,EU28	15 	14 	13 	11 	11 	10 	9 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,FI	20 	17 	18 	16 	15 	18 	14 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,FR	13 	16 	14 	8 	7 	9 	11 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,HR	13 	10 	14 	15 	16 	20 	13 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,HU	6 	6 	6 	5 	6 	4 	4 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,IE	23 	22 	18 	22 	24 	25 	31 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,IS	14 	: 	: 	14 	20 	27 	: 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,IT	11 	9 	7 	5 	5 	4 	3 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,LT	17 	17 	17 	16 	14 	13 	20 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,LU	11 	8 	14 	13 	20 	15 	12 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,LV	5 	4 	4 	3 	4 	3 	3 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,MK	: 	2 	1 	2 	3 	2 	: u	: 	: 
PC_ENT,10_C10_18,E_AWSELL,MT	11 	7 	14 	9 	10 	8 	9 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,NL	29 	27 	25 	30 	22 	19 	24 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,NO	31 	22 	27 	24 	21 	27 	25 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,PL	8 	8 	7 	9 	7 	6 	: u	: 	: 
PC_ENT,10_C10_18,E_AWSELL,PT	10 	6 	6 	6 	7 	: u	: u	: 	: 
PC_ENT,10_C10_18,E_AWSELL,RO	5 	4 	6 	4 	1 	2 	3 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,RS	: 	: 	: 	16 	: 	: 	: 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,SE	21 	23 	24 	22 	24 	24 	19 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,SI	10 	14 	16 	12 	4 	7 	3 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,SK	11 	14 	12 	4 	12 	9 	12 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,TR	8 	9 	8 	: 	: 	: 	: 	: 	: 
PC_ENT,10_C10_18,E_AWSELL,UK	29 	25 	24 	25 	22 	25 	17 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,AT	15 	19 	16 	11 	14 	15 	10 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,BE	23 	24 	23 	19 	20 	27 	18 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,BG	4 	3 	3 	4 	2 	3 	2 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,CY	1 	0 	0 	0 	0 	0 	0 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,CZ	13 	15 	12 	15 	18 	17 	19 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,DE	13 	10 	14 	11 	12 	14 	: u	: 	: 
PC_ENT,10_C10_18,E_AXSELL,DK	23 	21 	26 	22 	24 	19 	17 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,EA	13 	11 	12 	11 	11 	11 	9 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,EE	13 	12 	11 	13 	10 	9 	10 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,EL	2 	1 	1 	: u	: u	: u	1 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,ES	20 	19 	16 	19 	14 	18 	12 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,EU15	13 	13 	13 	12 	12 	12 	10 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,EU27	12 	11 	11 	10 	10 	10 	9 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,EU28	12 	11 	11 	10 	10 	10 	9 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,FI	23 	15 	22 	24 	20 	20 	18 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,FR	17 	16 	16 	17 	17 	13 	14 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,HR	10 	14 	10 	: u	8 	9 	10 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,HU	8 	9 	8 	7 	6 	6 	7 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,IE	38 	31 	29 	33 	26 	24 	22 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,IS	: 	: 	: 	27 	23 	22 	: 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,IT	4 	4 	4 	3 	3 	2 	2 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,LT	13 	11 	12 	10 	10 	8 	13 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,LU	13 	12 	17 	11 	10 	10 	10 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,LV	8 	8 	8 	7 	5 	4 	5 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,MK	: 	0 n	0 n	1 	1 	0 n	: u	: 	: 
PC_ENT,10_C10_18,E_AXSELL,MT	0 	4 	: u	4 	1 	3 	5 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,NL	22 	21 	21 	17 	19 	21 	18 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,NO	14 	16 	14 	17 	12 	13 	12 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,PL	8 	7 	7 	6 	6 	6 	6 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,PT	12 	9 	13 	8 	11 	9 	7 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,RO	4 	3 	4 	3 	1 	1 	2 	: 	: 
PC_ENT,10_C10_18,E_AXSELL,RS	: 	: 	: 	0 n	: 	: 	: 	: 	: 
